,Unnamed: 0,acousticness,danceability,duration,energy,id_new,instrumentalness,key,liveness,loudness,mode,music type,popularity,speechiness,tempo,time_signature,valence
45,46,0.0711,0.841,195680.0,0.8079999999999999,46.0,3.36e-06,10.0,0.0816,-5.55,1.0,reggaeton,47.0,0.0749,95.0,0.0,0.66
46,47,0.0762,0.84,212067.0,0.9259999999999999,47.0,2.6e-06,1.0,0.321,-0.262,1.0,reggaeton,51.0,0.10800000000000001,107.98100000000001,0.0,0.5670000000000001
47,48,0.149,0.7909999999999999,1499600.0,0.6920000000000001,48.0,3.75e-06,3.0,0.11900000000000001,-11.966,0.0,reggaeton,27.0,0.13699999999999998,109.928,0.0,0.716
48,49,0.0648,0.883,209453.0,0.626,49.0,4.24e-06,1.0,0.0594,-7.541,1.0,reggaeton,56.0,0.0853,107.023,0.0,0.565
49,50,0.0977,0.7090000000000001,182187.0,0.726,50.0,0.0,7.0,0.301,-7.129,1.0,reggaeton,66.0,0.0411,92.006,0.0,0.40399999999999997
50,51,0.114,0.696,182187.0,0.722,51.0,0.0,7.0,0.26,-7.352,1.0,reggaeton,52.0,0.0472,92.01700000000001,0.0,0.46399999999999997
51,52,0.16899999999999998,0.7929999999999999,275360.0,0.823,52.0,0.0010400000000000001,7.0,0.0986,-6.39,1.0,reggaeton,56.0,0.0681,91.99700000000001,0.0,0.616
52,53,0.257,0.795,204514.0,0.768,53.0,0.0266,1.0,0.0932,-4.954,0.0,reggaeton,40.0,0.0466,95.041,0.0,0.735
53,54,0.139,0.846,175533.0,0.905,54.0,1.01e-05,6.0,0.228,-3.6860000000000004,0.0,reggaeton,56.0,0.0588,95.01799999999999,0.0,0.843
54,55,0.00221,0.6859999999999999,210024.0,0.877,55.0,0.243,8.0,0.10800000000000001,-5.848,1.0,reggaeton,55.0,0.131,192.00799999999998,0.0,0.877
55,56,0.33399999999999996,0.7709999999999999,253893.0,0.85,56.0,1.87e-06,11.0,0.122,-5.985,0.0,reggaeton,53.0,0.0558,94.991,0.0,0.586
56,57,0.0102,0.809,162413.0,0.741,57.0,0.00103,7.0,0.0354,-6.077000000000001,1.0,reggaeton,57.0,0.21899999999999997,184.016,0.0,0.61
57,58,0.305,0.8079999999999999,205000.0,0.8690000000000001,58.0,0.0,7.0,0.0983,-6.971,1.0,reggaeton,61.0,0.0509,92.165,0.0,0.848
58,59,0.18,0.765,291658.0,0.768,59.0,0.0,2.0,0.0794,-4.959,1.0,reggaeton,52.0,0.0742,94.243,0.0,0.574
59,60,0.281,0.509,238891.0,0.672,60.0,0.0,9.0,0.355,-5.527,0.0,reggaeton,50.0,0.0639,100.102,0.0,0.81
60,61,0.284,0.677,246160.0,0.812,61.0,0.0,9.0,0.261,-5.755,0.0,reggaeton,60.0,0.032,95.01799999999999,0.0,0.354
61,62,0.0058,0.608,200947.0,0.73,62.0,0.0,1.0,0.313,-5.724,1.0,reggaeton,57.0,0.033,84.012,0.0,0.48
62,63,0.0327,0.794,1428040.0,0.69,63.0,3.6200000000000006e-05,6.0,0.136,-13.267999999999999,1.0,reggaeton,50.0,0.149,102.335,0.0,0.898
63,64,0.182,0.86,171307.0,0.887,64.0,0.0,1.0,0.33,-5.1770000000000005,0.0,reggaeton,44.0,0.245,95.036,0.0,0.8
64,65,0.00165,0.753,229695.0,0.804,65.0,0.05,11.0,0.068,-8.449,0.0,reggaeton,32.0,0.06,94.978,0.0,0.794
65,66,0.27399999999999997,0.7959999999999999,254669.0,0.589,66.0,0.0345,1.0,0.42100000000000004,-8.1,1.0,reggaeton,57.0,0.0749,95.01899999999999,0.0,0.764
66,67,0.221,0.79,212933.0,0.551,67.0,0.0,11.0,0.0682,-7.6739999999999995,1.0,reggaeton,55.0,0.22699999999999998,179.27700000000002,0.0,0.787
67,68,0.0269,0.7609999999999999,212080.0,0.728,68.0,0.0,9.0,0.212,-4.922,0.0,reggaeton,47.0,0.0837,95.921,0.0,0.852
68,69,0.0282,0.843,1485533.0,0.6779999999999999,69.0,5.2000000000000004e-05,1.0,0.302,-11.934000000000001,1.0,reggaeton,35.0,0.1,106.77799999999999,0.0,0.6409999999999999
69,70,0.0628,0.775,157067.0,0.9059999999999999,70.0,3.05e-06,11.0,0.109,-6.704,0.0,reggaeton,52.0,0.221,108.26100000000001,0.0,0.425
0,1,0.0482,0.65,200952.0,0.884,71.0,0.154,1.0,0.135,-3.557,1.0,otros,68.0,0.0326,125.99799999999999,4.0,0.377
1,2,0.000288,0.588,417188.0,0.623,72.0,0.451,11.0,0.184,-8.027000000000001,0.0,otros,59.0,0.0304,135.993,4.0,0.16899999999999998
2,3,0.335,0.5770000000000001,204375.0,0.88,73.0,0.8959999999999999,6.0,0.14300000000000002,-2.9160000000000004,1.0,otros,61.0,0.0357,127.95100000000001,4.0,0.259
3,4,0.40399999999999997,0.795,219024.0,0.7240000000000001,74.0,1.67e-06,11.0,0.374,-6.532,0.0,otros,60.0,0.0861,123.99799999999999,4.0,0.445
4,5,0.203,0.557,233600.0,0.703,75.0,0.000156,8.0,0.0927,-2.062,0.0,otros,62.0,0.0277,150.037,4.0,0.228
5,6,0.00807,0.59,192307.0,0.647,76.0,4.3e-05,6.0,0.0921,-5.06,0.0,otros,64.0,0.033,127.979,4.0,0.39
6,7,0.0725,0.552,259440.0,0.8370000000000001,77.0,0.0874,6.0,0.0749,-5.567,1.0,otros,50.0,0.0345,116.03299999999999,4.0,0.317
7,8,0.0663,0.813,213211.0,0.777,78.0,0.0421,5.0,0.0785,-4.355,0.0,otros,71.0,0.0828,125.065,4.0,0.579
8,9,0.205,0.7659999999999999,157208.0,0.948,79.0,0.14400000000000002,0.0,0.0481,-5.351,0.0,otros,69.0,0.0634,123.96700000000001,4.0,0.6759999999999999
9,10,0.04,0.467,188182.0,0.975,80.0,0.0541,1.0,0.11599999999999999,-3.213,0.0,otros,61.0,0.0502,175.952,4.0,0.469
10,11,0.00259,0.695,237051.0,0.797,81.0,0.11199999999999999,7.0,0.664,-5.199,1.0,otros,67.0,0.0548,124.97200000000001,4.0,0.297
11,12,0.0772,0.562,159112.0,0.955,82.0,6.13e-05,5.0,0.153,-2.6239999999999997,0.0,otros,60.0,0.0399,125.014,4.0,0.316
12,13,0.474,0.871,184762.0,0.893,83.0,0.852,5.0,0.0891,-3.7739999999999996,1.0,otros,56.0,0.0403,126.016,4.0,0.657
13,14,0.0299,0.602,201190.0,0.867,84.0,3.9399999999999995e-05,8.0,0.138,-5.221,0.0,otros,55.0,0.10400000000000001,125.88,4.0,0.496
14,15,0.00403,0.639,224769.0,0.973,85.0,0.00336,10.0,0.336,-4.644,0.0,otros,66.0,0.107,130.046,4.0,0.168
15,16,0.0212,0.7040000000000001,187500.0,0.738,86.0,0.359,1.0,0.0667,-4.963,0.0,otros,53.0,0.0358,128.007,4.0,0.909
16,17,0.0129,0.7909999999999999,230720.0,0.679,87.0,0.0921,6.0,0.364,-6.879,1.0,otros,63.0,0.0511,121.993,4.0,0.73
17,18,0.0312,0.628,236333.0,0.8690000000000001,88.0,0.007679999999999999,6.0,0.13699999999999998,-6.577999999999999,0.0,otros,53.0,0.051,131.042,4.0,0.446
18,19,0.00381,0.7559999999999999,233435.0,0.833,89.0,0.863,2.0,0.0619,-7.046,1.0,otros,50.0,0.0411,124.006,4.0,0.141
19,20,0.00541,0.7909999999999999,131315.0,0.737,90.0,0.648,5.0,0.217,-5.291,0.0,otros,54.0,0.0531,125.022,4.0,0.392
20,21,0.0102,0.625,223500.0,0.8190000000000001,91.0,0.000135,1.0,0.268,-5.672999999999999,0.0,otros,55.0,0.11,130.014,4.0,0.22699999999999998
21,22,0.00165,0.6579999999999999,240773.0,0.938,92.0,0.0379,11.0,0.851,-4.305,1.0,otros,53.0,0.0589,124.956,4.0,0.645
22,23,0.0277,0.591,175984.0,0.9129999999999999,93.0,0.0,4.0,0.24,-3.443,0.0,otros,53.0,0.0479,126.99700000000001,4.0,0.66
23,24,0.00144,0.792,175748.0,0.831,94.0,0.495,11.0,0.128,-4.585,1.0,otros,56.0,0.0446,126.991,4.0,0.0603
24,25,0.0389,0.738,212640.0,0.868,95.0,0.0017100000000000001,11.0,0.38799999999999996,-4.373,0.0,otros,78.0,0.0731,122.00299999999999,4.0,0.336
25,26,0.0577,0.8109999999999999,192011.0,0.725,96.0,0.00131,11.0,0.53,-10.838,0.0,otros,54.0,0.214,115.009,4.0,0.8390000000000001
26,27,0.0268,0.624,157452.0,0.9229999999999999,97.0,0.00022799999999999999,9.0,0.0509,-5.449,0.0,otros,69.0,0.0335,124.994,4.0,0.402
27,28,0.0019199999999999998,0.58,262750.0,0.995,98.0,0.0594,11.0,0.247,-1.719,0.0,otros,53.0,0.0754,128.004,4.0,0.111
28,29,0.044000000000000004,0.677,204587.0,0.846,99.0,0.0,8.0,0.198,-5.361000000000001,1.0,otros,58.0,0.0567,122.025,4.0,0.528
29,30,0.0108,0.594,173807.0,0.971,100.0,0.107,1.0,0.11,-3.5039999999999996,0.0,otros,60.0,0.0452,124.031,4.0,0.9670000000000001
30,31,0.18600000000000003,0.797,169759.0,0.871,101.0,0.0263,8.0,0.0775,-2.275,1.0,otros,53.0,0.0353,127.01299999999999,4.0,0.653
31,32,0.0219,0.7,274286.0,0.826,102.0,0.0352,11.0,0.0818,-7.255,0.0,otros,51.0,0.0583,125.99600000000001,4.0,0.255
32,33,0.0113,0.527,252025.0,0.914,103.0,0.9079999999999999,7.0,0.0933,-3.423,1.0,otros,52.0,0.0475,127.95700000000001,4.0,0.522
33,34,0.106,0.557,241875.0,0.841,104.0,0.0,7.0,0.337,-2.472,0.0,otros,59.0,0.0426,127.977,4.0,0.188
34,35,0.000683,0.81,154146.0,0.9,105.0,0.794,2.0,0.308,-3.912,1.0,otros,66.0,0.0466,123.001,4.0,0.111
35,36,0.00598,0.489,211885.0,0.6409999999999999,106.0,0.0201,11.0,0.122,-7.011,0.0,otros,68.0,0.032,108.90100000000001,4.0,0.5870000000000001
36,37,0.0702,0.711,191429.0,0.987,107.0,0.006809999999999999,1.0,0.0699,-2.7489999999999997,1.0,otros,52.0,0.125,126.00299999999999,4.0,0.5579999999999999
37,38,0.0242,0.815,199656.0,0.669,108.0,0.0152,6.0,0.311,-7.966,0.0,otros,70.0,0.0355,121.984,4.0,0.317
38,39,0.109,0.501,195707.0,0.519,109.0,0.0,4.0,0.45399999999999996,-5.88,0.0,otros,85.0,0.0409,133.99,4.0,0.168
39,40,0.105,0.634,216667.0,0.6729999999999999,110.0,0.0,11.0,0.7020000000000001,-4.183,0.0,otros,53.0,0.0654,129.998,4.0,0.327
40,41,0.0118,0.8140000000000001,173077.0,0.951,111.0,0.0,11.0,0.628,-1.9809999999999999,1.0,otros,63.0,0.0715,104.00299999999999,4.0,0.264
41,42,0.0743,0.596,223469.0,0.905,112.0,0.00168,8.0,0.128,-3.4560000000000004,0.0,otros,62.0,0.0515,144.981,4.0,0.6920000000000001
42,43,0.185,0.621,224133.0,0.831,113.0,0.000925,6.0,0.102,-3.793,0.0,otros,58.0,0.038,125.946,4.0,0.527
43,44,0.0526,0.516,182007.0,0.86,114.0,0.0,10.0,0.0858,-3.56,0.0,otros,56.0,0.0494,173.87400000000002,4.0,0.35
44,45,0.00209,0.484,187093.0,0.7559999999999999,115.0,0.314,6.0,0.3,-4.379,0.0,otros,62.0,0.0579,139.9,4.0,0.239
45,46,0.10099999999999999,0.833,249268.0,0.494,116.0,0.0472,11.0,0.102,-9.26,1.0,otros,54.0,0.0676,123.008,4.0,0.145
46,47,0.0992,0.6809999999999999,162425.0,0.774,117.0,0.0,1.0,0.35,-3.167,0.0,otros,74.0,0.0787,102.92399999999999,4.0,0.267
47,48,0.0167,0.695,315471.0,0.871,118.0,0.0,6.0,0.113,-5.245,0.0,otros,57.0,0.0318,127.963,4.0,0.486
48,49,0.29,0.619,202353.0,0.805,119.0,0.0,5.0,0.23600000000000002,-4.7589999999999995,1.0,otros,52.0,0.0452,128.039,4.0,0.354
49,50,0.00143,0.588,270589.0,0.7829999999999999,120.0,0.0183,2.0,0.11199999999999999,-3.986,0.0,otros,63.0,0.0325,91.971,4.0,0.354
50,51,0.995,0.496,279184.0,0.03,121.0,0.958,11.0,0.113,-17.87,1.0,otros,63.0,0.057999999999999996,98.079,4.0,0.39
51,52,0.977,0.6559999999999999,152000.0,0.175,122.0,0.899,0.0,0.0912,-28.548000000000002,1.0,otros,64.0,0.217,78.843,3.0,0.452
52,53,0.996,0.677,248350.0,0.0397,123.0,0.97,8.0,0.107,-19.215999999999998,1.0,otros,61.0,0.114,120.12899999999999,3.0,0.24
53,54,0.992,0.441,182625.0,0.007529999999999999,124.0,0.93,4.0,0.10800000000000001,-28.155,1.0,otros,61.0,0.0447,79.83800000000001,3.0,0.27899999999999997
54,55,0.996,0.721,227419.0,0.0285,125.0,0.96,1.0,0.0998,-20.385,1.0,otros,65.0,0.0999,99.406,4.0,0.261
55,56,0.993,0.358,220529.0,0.0614,126.0,0.93,5.0,0.105,-23.618000000000002,0.0,otros,60.0,0.059000000000000004,168.74099999999999,4.0,0.13699999999999998
56,57,0.991,0.606,163999.0,0.0821,127.0,0.929,4.0,0.0874,-23.949,1.0,otros,56.0,0.0474,112.09899999999999,4.0,0.536
57,58,0.9890000000000001,0.257,192727.0,0.0317,128.0,0.9440000000000001,8.0,0.16,-23.03,1.0,otros,67.0,0.0424,205.50599999999997,4.0,0.268
58,59,0.996,0.5710000000000001,115193.0,0.0322,129.0,0.973,11.0,0.107,-27.475,1.0,otros,56.0,0.0656,95.346,4.0,0.579
59,60,0.995,0.653,128000.0,0.0116,130.0,0.95,7.0,0.0952,-28.217,1.0,otros,56.0,0.0583,110.539,3.0,0.47100000000000003
60,61,0.972,0.17300000000000001,157652.0,0.17800000000000002,131.0,0.956,9.0,0.12,-17.303,1.0,otros,56.0,0.0372,118.515,4.0,0.0411
61,62,0.996,0.542,242230.0,0.0783,132.0,0.955,5.0,0.124,-25.855999999999998,1.0,otros,62.0,0.0506,139.84,4.0,0.26899999999999996
62,63,0.996,0.43799999999999994,243643.0,0.0285,133.0,0.953,5.0,0.114,-23.429000000000002,1.0,otros,61.0,0.0507,100.084,4.0,0.273
63,64,0.9940000000000001,0.354,248651.0,0.0284,134.0,0.958,5.0,0.129,-25.715999999999998,1.0,otros,61.0,0.0438,139.832,4.0,0.13699999999999998
64,65,0.9940000000000001,0.565,254455.0,0.0237,135.0,0.9359999999999999,4.0,0.107,-24.838,1.0,otros,56.0,0.0356,96.039,4.0,0.0602
65,66,0.9940000000000001,0.35600000000000004,174375.0,0.0199,136.0,0.956,6.0,0.155,-26.752,0.0,otros,62.0,0.0645,79.547,4.0,0.326
66,67,0.987,0.473,310147.0,0.0998,137.0,0.9359999999999999,4.0,0.105,-15.669,1.0,otros,61.0,0.0524,120.875,4.0,0.158
67,68,0.955,0.131,138167.0,0.0666,138.0,0.9620000000000001,7.0,0.105,-18.711,1.0,otros,69.0,0.0365,99.44200000000001,4.0,0.0468
68,69,0.996,0.505,234767.0,0.0409,139.0,0.948,7.0,0.10400000000000001,-20.355999999999998,1.0,otros,63.0,0.0472,172.34099999999998,4.0,0.31
69,70,0.99,0.40700000000000003,146868.0,0.0987,140.0,0.9670000000000001,1.0,0.11,-22.886,1.0,otros,62.0,0.0721,163.584,4.0,0.19699999999999998
70,71,0.996,0.73,224543.0,0.064,141.0,0.9640000000000001,2.0,0.125,-17.62,1.0,otros,60.0,0.109,98.024,4.0,0.326
71,72,0.996,0.639,113571.0,0.0291,142.0,0.97,1.0,0.10099999999999999,-27.109,1.0,otros,55.0,0.0646,74.673,4.0,0.43
72,73,0.9890000000000001,0.294,160287.0,0.223,143.0,0.895,6.0,0.0825,-14.449000000000002,0.0,otros,55.0,0.0322,84.044,3.0,0.14400000000000002
73,74,0.995,0.48100000000000004,119795.0,0.0067,144.0,0.9640000000000001,5.0,0.146,-28.424,1.0,otros,60.0,0.042,69.032,4.0,0.21
74,75,0.995,0.639,142961.0,0.0169,145.0,0.9590000000000001,10.0,0.12300000000000001,-32.727,1.0,otros,60.0,0.055999999999999994,98.219,4.0,0.732
75,76,0.991,0.601,141750.0,0.0235,146.0,0.9670000000000001,9.0,0.106,-26.426,1.0,otros,65.0,0.0525,79.929,4.0,0.34600000000000003
76,77,0.996,0.575,97658.0,0.009890000000000001,147.0,0.924,1.0,0.0972,-28.81,1.0,otros,53.0,0.0523,65.941,4.0,0.605
77,78,0.995,0.522,141292.0,0.0153,148.0,0.9540000000000001,7.0,0.115,-27.176,1.0,otros,56.0,0.0511,125.09299999999999,4.0,0.349
78,79,0.993,0.536,190794.0,0.0593,149.0,0.9159999999999999,5.0,0.11,-13.339,1.0,otros,55.0,0.0448,72.28,4.0,0.247
79,80,0.9940000000000001,0.542,114099.0,0.022000000000000002,150.0,0.882,3.0,0.138,-25.259,1.0,otros,53.0,0.0426,110.98899999999999,4.0,0.168
80,81,0.995,0.428,253086.0,0.0648,151.0,0.945,9.0,0.109,-19.362000000000002,1.0,otros,53.0,0.05,110.059,4.0,0.28
81,82,0.987,0.24,230000.0,0.0571,152.0,0.94,1.0,0.102,-17.398,1.0,otros,61.0,0.059000000000000004,67.396,3.0,0.22899999999999998
82,83,0.985,0.715,116000.0,0.0411,153.0,0.785,7.0,0.12300000000000001,-27.613000000000003,1.0,otros,55.0,0.0461,91.204,3.0,0.6970000000000001
83,84,0.9570000000000001,0.35,220385.0,0.0256,154.0,0.88,2.0,0.106,-22.589000000000002,1.0,otros,74.0,0.0334,77.664,4.0,0.071
84,85,0.9940000000000001,0.508,167250.0,0.113,155.0,0.9440000000000001,6.0,0.155,-20.375,0.0,otros,61.0,0.0727,128.048,4.0,0.248
85,86,0.995,0.374,158429.0,0.00905,156.0,0.9279999999999999,2.0,0.109,-22.653000000000002,1.0,otros,69.0,0.0552,76.574,3.0,0.405
86,87,0.9940000000000001,0.565,183686.0,0.0843,157.0,0.9470000000000001,5.0,0.12,-24.145,1.0,otros,55.0,0.0448,86.022,3.0,0.44
87,88,0.993,0.588,130000.0,0.026000000000000002,158.0,0.968,5.0,0.135,-24.717,1.0,otros,56.0,0.0506,77.72800000000001,4.0,0.20199999999999999
88,89,0.995,0.514,230000.0,0.0282,159.0,0.95,11.0,0.111,-20.249000000000002,1.0,otros,60.0,0.0693,96.015,4.0,0.244
89,90,0.995,0.555,76779.0,0.0306,160.0,0.958,0.0,0.122,-23.42,1.0,otros,61.0,0.0545,114.70299999999999,4.0,0.474
90,91,0.9940000000000001,0.461,168000.0,0.027999999999999997,161.0,0.9670000000000001,0.0,0.111,-25.179000000000002,1.0,otros,60.0,0.0619,73.65100000000001,4.0,0.406
91,92,0.992,0.588,112875.0,0.0185,162.0,0.917,7.0,0.0943,-20.676,1.0,otros,61.0,0.0542,121.072,4.0,0.5
92,93,0.995,0.54,154000.0,0.0371,163.0,0.9540000000000001,4.0,0.0825,-24.531999999999996,0.0,otros,60.0,0.049,79.332,4.0,0.519
93,94,0.9890000000000001,0.475,88033.0,0.0516,164.0,0.941,9.0,0.111,-22.723000000000003,1.0,otros,53.0,0.12300000000000001,73.922,4.0,0.259
94,95,0.992,0.377,244616.0,0.027000000000000003,165.0,0.945,7.0,0.125,-22.285,0.0,otros,60.0,0.0368,131.545,4.0,0.13
95,96,0.995,0.44799999999999995,278712.0,0.0197,166.0,0.95,3.0,0.109,-29.063000000000002,1.0,otros,52.0,0.0442,131.893,4.0,0.14800000000000002
96,97,0.9940000000000001,0.298,189713.0,0.0037,167.0,0.932,4.0,0.102,-30.052,1.0,otros,60.0,0.0386,70.806,4.0,0.134
97,98,0.988,0.57,167496.0,0.0743,168.0,0.953,4.0,0.10800000000000001,-20.506999999999998,1.0,otros,63.0,0.0539,83.01,3.0,0.231
98,99,0.9890000000000001,0.505,253567.0,0.028999999999999998,169.0,0.895,6.0,0.0989,-22.933000000000003,1.0,otros,68.0,0.040999999999999995,66.014,4.0,0.114
